state_name,lead_day,valid_time,latitude,longitude,rfs,normal,deviation,temperature_C,r2,pressure_hPa,wind_speed,wind_direction,previous_error_mean,previous_bust_rate,bust_probability,stress_score,confidence,risk_reasons
Gujarat,9,2026-09-05,22.25,71.25,0.0,3.644666666666667,-100.0,24.783783,82.3,1005.5261,5.153166,266.57108,13.70180478554729,0.16110520722635494,0.03277409522149768,14.561759290156095,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,10,2026-09-06,22.25,71.25,0.875,3.644666666666667,-75.99231754161332,24.769989,82.7,1005.78705,5.001392,274.33432,13.70180478554729,0.16110520722635494,0.04109293377560734,16.199840823038556,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,1,2026-08-28,29.0,76.0,0.0,5.290967741935484,-100.0,32.55002,42.3,999.92377,6.9314556,260.18018,0.7544010184774574,0.0018477457501847746,0.002535398558684365,2.6697190978584344,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,2,2026-08-29,29.0,76.0,0.0,5.290967741935484,-100.0,31.649994,45.7,999.70056,6.377485,262.9977,0.7544010184774574,0.0018477457501847746,0.002535398558684365,2.48506223196364,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,3,2026-08-30,29.0,76.0,0.0,5.290967741935484,-100.0,30.41455,51.2,999.41547,6.6243877,246.55042,0.7544010184774574,0.0018477457501847746,0.002535398558684365,2.56736320788241,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,4,2026-08-31,29.0,76.0,0.0,5.290967741935484,-100.0,29.648865,54.1,999.9601,6.186199,247.69461,0.7544010184774574,0.0018477457501847746,0.002535398558684365,2.4213003494796808,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,5,2026-09-01,29.0,76.0,0.0,2.8793333333333333,-100.0,28.711884,58.6,999.98627,6.416912,251.5622,0.7544010184774574,0.0018477457501847746,0.002221283822776672,2.4856399079067613,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,6,2026-09-02,29.0,76.0,0.8125,2.8793333333333333,-71.78166242185691,26.711334,80.5,1003.53296,0.9863621,186.86902,0.7544010184774574,0.0018477457501847746,0.004262481411071548,7.278392575639591,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,7,2026-09-03,29.0,76.0,0.875,2.8793333333333333,-69.61102106969206,26.91211,84.5,1002.71576,2.3735127,110.917694,0.7544010184774574,0.0018477457501847746,0.004189116179811579,8.845248422014249,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,8,2026-09-04,29.0,76.0,0.0,2.8793333333333333,-100.0,29.873016,66.1,1002.14764,2.6386073,141.60974,0.7544010184774574,0.0018477457501847746,0.002221283822776672,2.7512046774132157,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,9,2026-09-05,29.0,76.0,0.0,2.8793333333333333,-100.0,27.38379,81.2,1003.86414,3.2382085,143.06073,0.7544010184774574,0.0018477457501847746,0.002221283822776672,6.7260713582141305,HIGH CONFIDENCE,Weather conditions relatively stable
Haryana,10,2026-09-06,29.0,76.0,0.0,2.8793333333333333,-100.0,27.769989,79.1,1003.94104,2.7589433,115.36795,0.7544010184774574,0.0018477457501847746,0.002221283822776672,6.041316714624872,HIGH CONFIDENCE,Weather conditions relatively stable
